Kenmerk,Onderwerp,Toelichting
ERP,[btw-tariefgroep] Foutmelding bij aanmaken termijn met BTW verlegd: Subquery returned more than 1 value.,"Probleembeschrijving: Bij het aanmaken van termijnen willen we een termijn aanmaken middels BTW verlegd. In een Demo omgeving kan dit gewoon, maar in omgeving van Nettenstigt krijgen we een foutmelding. Wij kunnen er niet achter komen waar de discrepantie in zit. Op de AFAS help vinden we helaas geen informatie. Bijgevoegd is de foutmelding. Alvast bedankt voor het antwoord. Aanvullende details: - Kun je de volledige foutmelding delen? Het lijkt erop dat deze is afgebroken. - Description.................: Subquery returned more than 1 value. This is not permitted when the subquery follows =, !=, <, <= , >, >= or when the subquery is used as an expression. Type........................: System.Exception HResult.....................: -2146233088 (0x80131500) Source......................: Core Microsoft SqlClient Data Provider TargetSite..................: System.Object InvokeMethod(Method, System.Object[], Boolean[], System.Reflection.BindingFlags) DeclaringType...............: Microsoft.VisualBasic.CompilerServices.Symbols+Container, Microsoft.VisualBasic.Core ProductVersion..............: 8.0.15+50c4cb9fc31c47f03eac865d7bc518af173b74b7 ---------------------------- PAR: parCommandText.........: Sp_AfasKnDetermineVATcode PAR: parCommandTimeOut......: 900 ---------------------------- FieldId.....................: VaDu_Act ---------------------------- FieldId.....................: VaDu ---------------------------- Source......................: UpdateAntaValue in C:\Dev\profit-release\08\src\Anta\Projects\Cool Projects\Afas.Profit.Forms\FormDefinitions\Editors\Properties\PropertyElement`TValue.cs:line 283 SystemId....................: Fb TableId.....................: Ins FieldId.....................: VaDu ================================================================ at Microsoft.Data.SqlClient.TdsParser.ThrowExceptionAndWarning(TdsParserStateObject stateObj, SqlCommand command, Boolean callerHasConnectionLock, Boolean asyncClose) at Microsoft.Data.SqlClient.TdsParser.TryRun(RunBehavior runBehavior, SqlCommand cmdHandler, SqlDataReader dataStream, BulkCopySimpleResultSet bulkCopyHandler, TdsParserStateObject stateObj, Boolean& dataReady) at Microsoft.Data.SqlClient.SqlDataReader.TryConsumeMetaData() at Microsoft.Data.SqlClient.SqlCommand.FinishExecuteReader(SqlDataReader ds, RunBehavior runBehavior, String resetOptionsString, Boolean isInternal, Boolean forDescribeParameterEncryption, Boolean shouldCacheForAlwaysEncrypted) at Microsoft.Data.SqlClient.SqlCommand.RunExecuteReaderTds(CommandBehavior cmdBehavior, RunBehavior runBehavior, Boolean returnStream, Boolean isAsync, Int32 timeout, Task& task, Boolean asyncWrite, Boolean inRetry, SqlDataReader ds, Boolean describeParameterEncryptionRequest) at Microsoft.Data.SqlClient.SqlCommand.RunExecuteReader(CommandBehavior cmdBehavior, RunBehavior runBehavior, Boolean returnStream, TaskCompletionSource`1 completion, Int32 timeout, Task& task, Boolean& usedCache, Boolean asyncWrite, Boolean inRetry, String method) at Microsoft.Data.SqlClient.SqlCommand.ExecuteReader(CommandBehavior behavior) at Afas.Anta.Data.Sql.SqlClient.ExecuteStoredProcedure(String commandText, Int32 commandTimeout, IReadOnlyCollection`1 parameters) in C:\Dev\profit-release\08\src\Anta\Projects\Object Projects\Anta DataAccess Object\SqlClient\SqlClient.cs:line 180 at AntaDataAccess.AntaSqlClient.ExecuteWithSqlErrorHandler[T](Func`1 parFunc) in C:\Dev\profit-release\08\src\Anta\Projects\Object Projects\Anta DataAccess Object\Class Modules\AntaSqlClient.cs:line 363 at AntaDataAccess.AntaSqlClient.ExecuteWithSqlErrorHandler[T](Func`1 parFunc, AddInfo parAddInfoCallback) in C:\Dev\profit-release\08\src\Anta\Projects\Object Projects\Anta DataAccess Object\Class Modules\AntaSqlClient.cs:line 343 at AntaDataAccess.AntaSqlClient.ExecuteStoredProcedure(String parCommandText, Int32 parCommandTimeOut, Parameters parParameters) in C:\Dev\profit-release\08\src\Anta\Projects\Object Projects\Anta DataAccess Object\Class Modules\AntaSqlClient.cs:line 290 at AfasFbOrderFunc.SKnVatFunc.DetermineVatCode(DataSet parDataSet, Int16 parUnitIdFin, String parCodePurchSales, String parTransactionCode, String parCountryIdLaw, String parVatRefCode, DateTime parDate, Boolean parCreditNotaYN, Boolean parEUService, String parItemType, String parDimAxis, String parDimCode, String parProject, Boolean parStock, String parPurCod, String parPurAccount, String& parVatCode, String& parVatClaimCode, Double& parVatPercentage, Double& parVatClaimPercentage, Double& parBcfClaimPercentage, Double& parVatCostPercentage) in C:\Dev\profit-release\08\src\Kernel\Library\Server\SKnVatFunc.vb:line 155 at AfasFbOrderFunc.ASOMain.GetVatData_ByRef(Int16 parUnitIdFin, String parCodePurchSales, String parTransactionCode, String parCountryIdLaw, String parVatRefCode, DateTime parDate, Boolean parCreditNotaYN, Boolean parEUService, String parItemType, String parDimAxis, String parDimCode, String parProject, Boolean parStock, String parPurAccount, String& parVatCode, String& parVatClaimCode, Double& parVatPercentage, Double& parVatClaimPercentage, Double& parBcfClaimPercentage, Double& parVatCostPercentage) in C:\Dev\profit-release\08\src\Financial Basic\Business Components Projects\AfasFbOrderFunc\Class Modules\ASOMain.vb:line 3986 --- End of stack trace from previous location --- at AfasFbOrderFunc.ASOMain.GetVatData_ByRef(Int16 parUnitIdFin, String parCodePurchSales, String parTransactionCode, String parCountryIdLaw, String parVatRefCode, DateTime parDate, Boolean parCreditNotaYN, Boolean parEUService, String parItemType, String parDimAxis, String parDimCode, String parProject, Boolean parStock, String parPurAccount, String& parVatCode, String& parVatClaimCode, Double& parVatPercentage, Double& parVatClaimPercentage, Double& parBcfClaimPercentage, Double& parVatCostPercentage) in C:\Dev\profit-release\08\src\Financial Basic\Business Components Projects\AfasFbOrderFunc\Class Modules\ASOMain.vb:line 3995 at AfasFbOrderFunc.ASOMain.GetVatData(Int16 parUnitIdFin, String parCodePurchSales, String parTransactionCode, String parCountryIdLaw, String parVatRefCode, DateTime parDate, Boolean parCreditNotaYN, Boolean parEUService, String parItemType, String parDimAxis, String parDimCode, String parProject, Boolean parStock, String parPurAccount, String parVatCode, String parVatClaimCode, Double parVatPercentage, Double parVatClaimPercentage, Double parBcfClaimPercentage, Double parVatCostPercentage) in C:\Dev\profit-release\08\src\Financial Basic\Business Components Projects\AfasFbOrderFunc\Class Modules\ASOMain.vb:line 4054 at InvokeStub_ASOMain.GetVatData(Object, Span`1) at System.Reflection.MethodBaseInvoker.InvokeWithManyArgs(Object obj, BindingFlags invokeAttr, Binder binder, Object[] parameters, CultureInfo culture) --- End of stack trace from previous location --- at object Microsoft.VisualBasic.CompilerServices.Symbols+Container.InvokeMethod(Method targetProcedure, object[] arguments, bool[] copyBack, BindingFlags flags) at object Microsoft.VisualBasic.CompilerServices.NewLateBinding.ObjectLateGet(object instance, Type type, string memberName, object[] arguments, string[] argumentNames, Type[] typeArguments, bool[] copyBack) at object Microsoft.VisualBasic.CompilerServices.NewLateBinding.LateGet(object Instance, Type Type, string MemberName, object[] Arguments, string[] ArgumentNames, Type[] TypeArguments, bool[] CopyBack) at void AfasFbOrderFunc.CMain.GetVatData_ByRef(object parServer, short parUnitIdFin, string parCodePurchSales, string parTransactionCode, string parCountryIdLaw, string parVatRefCode, DateTime parDate, bool parCreditNotaYN, bool parEUService, string parItemType, string parDimAxis, string parDimCode, string parProject, bool parStock, string parPurAccount, ref string parVatCode, ref string parVatClaimCode, ref double parVatPercentage, ref double parVatClaimPercentage, ref double parBcfClaimPercentage, ref double parVatCostPercentage) in C:/Dev/profit-release/08/src/Financial Basic/Business Components Projects/AfasFbOrderFunc/Class Modules/CMain.vb:line 15134 at void AfasFbOrderFunc.CMain.GetVatData(short parUnitIdFin, string parCodePurchSales, string parTransactionCode, string parCountryIdLaw, string parVatRefCode, DateTime parDate, bool parCreditNotaYN, bool parEUService, string parItemType, string parDimAxis, string parDimCode, string parProject, bool parStock, string parPurAccount, ref string parVatCode, ref string parVatClaimCode, ref double parVatPercentage, ref double parVatClaimPercentage, ref double parBcfClaimPercentage, ref double parVatCostPercentage) in C:/Dev/profit-release/08/src/Financial Basic/Business Components Projects/AfasFbOrderFunc/Class Modules/CMain.vb:line 11748 at void AfasFbInstalment.CFbInsVal.FillVatCode(Props parDetailProps) in C:/Dev/profit-release/08/src/Financial Basic/Validation Classes/CFbInsVal.vb:line 608 at void AfasFbInstalment.CFbInsVal.ValueValidation(Prop parProperty, Props parProperties, PropsPointers parPropsPointers) in C:/Dev/profit-release/08/src/Financial Basic/Validation Classes/CFbInsVal.vb:line 377 at void AntaDataBuffer.Prop.set_Value(object Value) in C:/Dev/profit-release/08/src/Anta/Projects/Object Projects/Anta Data Buffer/Prop.vb:line 673 at void AfasFbInstalment.CFbInsVal.ValueValidation(Prop parProperty, Props parProperties, PropsPointers parPropsPointers) in C:/Dev/profit-release/08/src/Financial Basic/Validation Classes/CFbInsVal.vb:line 365 at void AntaDataBuffer.Prop.set_Value(object Value) in C:/Dev/profit-release/08/src/Anta/Projects/Object Projects/Anta Data Buffer/Prop.vb:line 673 at void AntaDataBuffer.Prop.set_ANTAValue(object parData) in C:/Dev/profit-release/08/src/Anta/Projects/Object Projects/Anta Data Buffer/Prop.vb:line 1088 at void Afas.Profit.Forms.PropertyElement<TValue>.UpdateAntaValue(TValue value) in C:/Dev/profit-release/08/src/Anta/Projects/Cool Projects/Afas.Profit.Forms/FormDefinitions/Editors/Properties/PropertyElement`TValue.cs:line 263 ================================================================ Landmark....................: AfasFbOrderFunc.ASOMain.GetVatData [516E239E] PAR: parUnitIdFin...........: 6 PAR: parCodePurchSales......: 2 PAR: parTransactionCode.....: 2 PAR: parCountryIdLaw........: NL PAR: parVatRefCode..........: 2 PAR: parDate................: 2025-05-13 00:00:00 PAR: parCreditNotaYN........: False PAR: parEUService...........: False PAR: parItemType............: 6 PAR: parStock...............: False PAR: parVatPercentage.......: 0 PAR: parVatClaimPercentage..: 0 PAR: parBcfClaimPercentage..: 0 PAR: parVatCostPercentage...: 0 ---------------------------- Landmark....................: AfasFbOrderFunc.CMain.GetVatData [16BB2C8F] PAR: parUnitIdFin...........: 6 PAR: parCodePurchSales......: 2 PAR: parTransactionCode.....: 2 PAR: parCountryIdLaw........: NL PAR: parVatRefCode..........: 2 PAR: parDate................: 2025-05-13 00:00:00 PAR: parCreditNotaYN........: False PAR: parEUService...........: False PAR: parItemType............: 6 PAR: parVatPercentage.......: 0 PAR: parVatClaimPercentage..: 0 PAR: parBcfClaimPercentage..: 0 PAR: parVatCostPercentage...: 0 ================================================================ Version.....................: 2.9.1400.8 EnvironmentId...............: O93882AB UserId......................: 42184.boudewijn AppMode.....................: 0 Time........................: 13-05-2025 15:51:57.496 +02:00 Session.....................: AFAS\42184.boudewijn on AFAS\XENAPPP35046$ UnitId......................: 6 MemberId....................: 93882 MemberNumber................: 93882 - Welke stappen doorloop je precies voordat de foutmelding verschijnt? - Aanpassen btw plicht op debiteur naar verlegd, aanmaken nieuwe factuurtermijn. - Is er een verschil in instellingen of configuratie tussen de demo-omgeving en de omgeving van Nettenstigt? - Nee, voor zover wij kunnen constateren."
HRM,[Vrij veld] Vrije velden bij aanvullende gegevens zijn niet zichtbaar in Profit.,"Probleembeschrijving: Vrije velden bij aanvullende gegevens niet zichtbaar in profit bij de medewerker, zie bijlage voor details Aanvullende details: - Kun je aangeven welke vrije velden precies niet zichtbaar zijn? - zie bijlage - Sinds wanneer speelt dit probleem? - sinds ik dit heb ingericht - Hebben deze vrije velden eerder wel gewerkt of waren ze nooit zichtbaar in Profit? - de velden zijn wel zichtbaar maar ze worden niet gevuld"
HRM,[Jaaroverschrijdend twk] Correctie 30% regeling voor medewerker in 2022 zonder gegevens vanuit oude salarispakket,"Probleembeschrijving: Voor 1 van onze dochterondernemingen moeten wij voor een medewerker een correctie doen in 2022 maar wij verlonen dit bedrijf pas sinds 2023. Is het mogelijk om 2022 in AFAS na te maken zonder de xml bestanden van de aangiftes loonheffingen? ik hoor het graag en alvast bedankt! M.vr.gr. Angelien Koghee Aanvullende details: - Kun je aangeven welke specifieke correctie je wilt doen voor 2022? - correctie 30% regeling bij 1 medewerker - Heb je al geprobeerd om het jaar 2022 in AFAS aan te maken, en zo ja, wat ging er precies mis? - nee, we hebben geen xml files van de LH aangiftes, is er een andere manier? - Zijn er andere gegevens of documenten beschikbaar die kunnen helpen bij het reconstrueren van 2022 zonder de XML-bestanden? - alleen csv bestanden van de loonjournaalposten en pdf bestanden van standenregisters"
ERP,[Koppeling] Medewerker kan niet als beoordelaar gekozen worden bij inkoopfacturen.,"Probleembeschrijving: CRM + medewerker aangemaakt en toegang gegeven tot Insite via autorisatie, toegekend aan de juiste groepen. Echter, zij kan niet als beoordelaar gekozen worden bij het boeken van inkoopfacturen. Het gaat om medewerker: WC01 Willeke Clement. Aanvullende details: - Kun je precies aangeven welke foutmelding je ontvangt, als die er is? - Er is geen foutmelding - Kun je bevestigen of de medewerker de juiste rollen en rechten heeft binnen de autorisatie-instellingen? - Ja, vergelijkbaar met iemand die wel gekozen kan worden als beoordelaar. - Is er een specifieke fout of beperking zichtbaar bij het selecteren van de medewerker als beoordelaar? - Nee"
HRM,"[Verlof][2344524] Foutmelding bij mutaties van uitdienstgetreden medewerkers over negatief saldo. Verlofboeking overschrijd verlofsaldo, negatief verlof niet toegestaan","Probleembeschrijving: Incident 2344524 is reeds afgemeld, maar wij blijven bij elke mutatie (nu weer het tijdelijk deblokkeren van de medewerker) waarbij we onterecht deze foutmelding krijgen. Met de eerdere uitleg kan ik in zoverre niet uit de voeten, dat deze uitleg niet relevant is. Er is nooit een negatief saldo geweest op het potje van de betreffende medewerker, niet voor, niet na en niet tijdens het herberekenen van verlof (en dat is regelmatig gedaan voor de gehele CAO). Het slaat dus ook nergens op dat we deze foutmeldingen alleen maar kunnen skippen door tijdelijk in te stellen dat het verlofpotje een negatief saldo mag bevatten. We hebben inmiddels bij meerdere medewerkers in deze omgeving hetzelfde probleem gehad, waarbij er onterecht een melding ontstaat over een negatief saldo op enig moment. (Zie bijgevoegde printscreen). Ik wil graag echter even verder borduren op de eerdere casus, want daar hebben jullie eerder ook naar gekeken. Volgens mij is er sprake van een fout in de programmatuur en niet van een potje dat ergens toch onder 0 heeft gestaan. Want dat laatste is namelijk nooit het geval geweest. Aanvullende details: - _Kun je bevestigen of de foutmelding consistent optreedt bij alle mutaties, of alleen bij specifieke acties?_ - Bij elke mutatie op een uitdienst getreden/tredende medewerker - _Welke stappen doorloop je precies wanneer deze foutmelding verschijnt?_ - We wijzigen een willekeurig gegeven bij de uitdienstgetreden medewerker en worden dan geblokkeerd door betreffende foutmelding. - _Hebben jullie al geprobeerd om een testomgeving te gebruiken om het probleem na te bootsen en zo meer inzicht in de oorzaak te krijgen?_ - Nee, we kunnen het probleem ook nabootsen zonder testomgeving."
HRM,Medewerker werkt door na AOW-gerechtigde leeftijd | meerdere dienstverbanden,"Probleembeschrijving: Bij een personeelslid hebben we vanwege pensionering voor 2 dienstverbanden gezorgd. We hebben geconstateerd het het totale brutoloon hoger is dan het maandloon, terwijl de periodes aansluitend zijn. DV 1: 01-01-2025 t/m 06-01-2025 Brutoloon: 1216,04 DV 2: 07-01-2025 t/m 31-01-2025 Brutoloon: 6131,41 Het totaal van deze bedragen komt op 7347,45. Het bruto maandloon is schaal LD 12 6992. Ons viel op dat dit niet overeenkomt. Kunnen jullie dit verklaren? Aanvullende details: - Kun je aangeven op basis van welke berekening je verwacht dat het totale brutoloon gelijk zou moeten zijn aan het maandloon? - De periodes zijn aaneensluitend, dus gingen we ervanuit dat het bedrag op 6992 uit zou komen. - Kun je de berekening zoals Profit deze nu maakt toevoegen, samen met de berekening zoals je deze verwacht? - Zie bijlage. - Is er een specifieke reden waarom je denkt dat de berekening onjuist is? - Er zit verschil tussen de bedragen."
HRM,Geboortedatum bij aanmaken familielid in tabblad 'Familie' blijft verplicht ondanks instellingen,"Probleembeschrijving: Ik wil graag in het tabblad 'familie' dat het veld 'geboortedatum' niet verplicht is. Soms willen collega's de geboortedatum van een partner of ander contactpersoon in geval van nood, niet geven. Maar zonder daar iets in te vullen, kan ik de rest van de gegevens niet opslaan. Ik heb bij de beheerdersinstellingen van dat betreffende veld gekeken, en er staat geen vinkje bij 'verplicht'. Maar toch blijft het een verplicht veld. Ik heb bij de Help artikelen gekeken naar hoe je een veld verplicht stelt. Aanvullende details: - Kun je aangeven in welke module of omgeving dit probleem zich voordoet? - AFAS Profit - Heb je gecontroleerd of er mogelijk een andere instelling, zoals een validatieregel, actief is die het veld verplicht maakt? - Nee, en naar aanleiding van deze vraag heb ik in de help artikelen gezocht naar 'validatieregel', maar ik kan het juiste artikel niet vinden? - Speelt dit probleem bij alle gebruikers of alleen bij specifieke rollen/gebruiker(s)? - Ook bij mijn collega Ellen."
HRM,[Import] Verwijderen van een dubbele salarisjournaalimport in de administratie-instellingen.,"Probleembeschrijving: Ik heb in april 2x het journaal van de salarissen geïmporteerd. Hoe kan ik er 1 verwijderen? Aanvullende details: - Kun je aangeven in welke module of welk scherm je dit hebt geprobeerd? - via Afas Help geprobeerd op te zoeken, helaas geen info gevonden. - Heb je al geprobeerd om het dubbele journaal te verwijderen via de administratie-instellingen? - Nee - Kun je een schermafbeelding toevoegen van het journaal dat je wilt verwijderen? - ja"
HRM,[Weergave] Onverwachte fout bij openen salariscomponenten in salarisverwerkingsplan,"Probleembeschrijving: Hoi, Onderstaand incident stuur ik in voor een collega van salarisadministratie. Voor vragen graag contact met haar opnemen. Contactgegevens staan onderaan het incident. Als ik in het salarisverwerkingsplan een component willen openklikken door dubbel te klikken krijg ik een onverwachte fout, zie afbeelding. Dit krijg ik ook als ik een correctie uit vorige periode wil openklikken. De detailmelding is hetzelfde, zie afbeelding. Mijn collega Petra Josten krijgt deze foutmeldingen niet en zij kan wel de looncomponenten verder inzien door dubbel te klikken. Het ligt dus aan mijn gebruiker verwacht ik. Ik heb meerdere Afas Help artikelen bekeken en Chat GPT laten zoeken naar een oplossing. Het lijkt niet iets wat ik zelf kan oplossen. Zoë Eggen - de Poortere, tel 088 0031492 z.de.poortere@ggdbzo.nl Aanvullende details: - Kun je bevestigen of de foutmelding consistent optreedt bij dezelfde acties? - ja - Heb je al geprobeerd om met een andere gebruiker in te loggen op jouw werkstation om te zien of het probleem zich blijft voordoen? - ja - Kun je aangeven welke stappen precies worden uitgevoerd voordat de foutmelding verschijnt, zodat we dit kunnen reproduceren? - zie het incident"
ERP,Wijzigen van een periode tabel van kwartaal naar maand in Financieel.,"Probleembeschrijving: Hoe kan ik een periode tabel wijzigen van kwartaal naar maand? Wichert Aanvullende details: - Kun je aangeven in welk onderdeel van de software je dit wilt aanpassen? - Financieel - Heb je al geprobeerd een nieuwe periode tabel aan te maken of de bestaande te bewerken? - Ja - Sinds wanneer wil je deze wijziging doorvoeren, en zijn er specifieke periodes die aangepast moeten worden? - Nee"
HRM,"Onboarden van sollicitant geeft foutmelding: ""De bestemming komt niet overeen met de inrichting van het type dossieritem.""","Probleembeschrijving: De workflow voor onboarden geeft de melding: ""De bestemming komt niet overeen met de inrichting van het type dossieritem."" Ik probeer een sollicitant te onboarden, maar deze is nog geen medewerker. Doe ik iets verkeerd? Aanvullende details: - Kun je aangeven welk type dossieritem je probeert te gebruiken? - -170 - Heb je gecontroleerd of de inrichting van het dossieritem overeenkomt met de bestemming die is ingesteld in de workflow? - - - Speelt dit probleem bij meerdere sollicitanten of alleen bij deze specifieke persoon? - Alleen sollicitanten die nog geen medewerker zijn, bij herindienst speelt dit probleem niet."
ERP,[Journaalpost wijzigen | memo boeking] Verwijderen van memoriaalboeking mislukt: 'dossieritem bevindt zich nog in een workflow.',"Probleembeschrijving: Beste medewerker, Het verwijderen van een memoriaal boeking lukt niet, ik krijg een foutmelding (zie onderstaand en bijlage). En geen idee hoe ik dit kan oplossen. Alvast bedankt voor je reactie. Aanvullende details: - Kun je aangeven in welke workflow de memoriaalboeking zich precies bevindt? - Als ik kijk in de workflow staat het op status 'ingestuurd' - Heb je geprobeerd om eerst de boeking uit deze workflow te halen voordat je het verwijderde? - Ja, ik kan de boeking niet uit de workflow halen; geeft dan aan: 'dossieritem bevindt zich nog in een workflow.' - Is er een specifieke reden waarom deze memoriaalboeking verwijderd moet worden, of kan dit op een andere manier opgelost worden (bijvoorbeeld door aanpassing)? - De memoriaalboeking is foutief en hierdoor was er 2 maal een baten ipv 1 maal. Ik heb nu de bedragen op € 0,00 gezet."
